customer_id,age,gender,marital_status,household_size,education_level,occupation,income_level,location,state,country,proximity_to_branch,transaction_frequency,transaction_volume,transaction_type,atm_usage_patterns,online_banking_activity,channel_preferences,customer_service_interactions,product_engagement,savings_balance,checking_balance,investment_balance,credit_card_usage,loan_history,loan_repayment_behavior,investment_portfolio,credit_score,attitudes_towards_banking,financial_goals,risk_tolerance,spending_habits,interests_hobbies,customer_satisfaction_score,net_promoter_score,loyalty_program_participation,cross_selling_response_rate,inflation_rate,gdp_growth,social_media_behavior,online_shopping_habits,digital_engagement,major_life_events,significant_financial_milestones,survey_responses,preferred_communication_channels,product_feature_requests,risk_assessment_data,credit_risk_indicators
3466,65,Female,Widowed,5,High School,Unemployed,High,Rural,NY,UK,Close,22,9223.22749,Withdrawal,Frequent,Medium,Branch,Medium,No,32648.69374,14492.96367,31525.97693,1564.945385,Mortgage,Good,Aggressive,403,Negative,Education Funding,Low,Spender,Cooking,4,7,Yes,0.323858587,2.364282104,1.696595865,Low,Frequent,Medium,Retirement,Starting a Business,Positive,SMS,Yes,High Risk,Warning
3467,41,Male,Single,5,College,Student,Medium,Urban,FL,USA,Far,23,4669.010331,Deposit,Rare,High,Mobile App,Medium,Yes,31160.21713,18934.02788,29801.67819,17436.59569,Personal Loan,Average,Aggressive,820,Positive,Education Funding,Medium,Moderate,Cooking,4,9,Yes,0.454508187,4.039417374,4.357671144,Low,Frequent,Low,Retirement,Starting a Business,Neutral,Email,No,High Risk,Stable
3468,60,Female,Divorced,2,Bachelor,Employed,High,Suburban,NY,UK,Moderate,10,9829.524375,Deposit,Frequent,High,Mobile App,High,Yes,1240.702248,16561.87963,44001.78052,5523.420338,Personal Loan,Poor,Aggressive,466,Negative,Retirement Planning,High,Conservative,Sports,3,7,Yes,0.938264903,0.673092118,1.978042247,Moderate,Frequent,Medium,Retirement,Buying a House,Neutral,Phone,No,Low Risk,Warning
3469,35,Male,Married,3,College,Unemployed,Medium,Suburban,IL,UK,Moderate,27,3022.530962,Withdrawal,Occasional,Medium,Website,High,Yes,30455.78282,19045.77495,8352.528935,5169.503157,Personal Loan,Good,Conservative,404,Negative,Education Funding,High,Moderate,Travel,3,5,Yes,0.690996246,0.078675647,0.932292268,Low,Frequent,Medium,Birth of a Child,None,Neutral,Email,No,Low Risk,High Risk
3470,48,Male,Married,3,High School,Employed,Low,Rural,FL,Canada,Far,18,825.1482674,Withdrawal,Rare,Medium,Branch,High,Yes,11814.09896,9159.76949,19401.00345,18585.5971,Mortgage,Average,Moderate,553,Negative,Education Funding,High,Conservative,Travel,3,3,No,0.66801195,4.236988064,4.981427444,Low,Frequent,High,Retirement,None,Positive,Email,Yes,Low Risk,Stable
3471,68,Male,Divorced,5,Master,Employed,Low,Urban,CA,Canada,Moderate,21,5792.175924,Purchase,Rare,Medium,Mobile App,Medium,Yes,38632.44393,16612.50401,2981.416361,11218.52652,Mortgage,Average,Moderate,790,Negative,Education Funding,High,Moderate,Sports,3,5,Yes,0.775108018,1.397792606,0.560316694,Moderate,Occasional,Medium,Retirement,Starting a Business,Positive,Email,No,Low Risk,Stable
3472,67,Female,Married,2,Master,Unemployed,High,Suburban,CA,Canada,Moderate,4,8251.066578,Deposit,Occasional,Low,Mobile App,Medium,Yes,38701.35032,10655.15002,39670.81594,1184.779742,Personal Loan,Good,Moderate,474,Positive,Education Funding,High,Conservative,Reading,3,6,Yes,0.715650059,4.381088396,4.572338326,Active,Frequent,Medium,None,Starting a Business,Neutral,Mail,Yes,Medium Risk,Stable
3473,49,Male,Widowed,4,Bachelor,Employed,High,Suburban,FL,USA,Close,19,3945.075191,Purchase,Occasional,Low,Website,High,No,35046.05172,19296.71316,4960.95925,1463.592073,Personal Loan,Good,Moderate,372,Negative,Education Funding,Low,Conservative,Reading,2,7,Yes,0.029026677,2.984294868,1.282382436,Active,Rare,High,None,Starting a Business,Negative,Email,No,Low Risk,High Risk
3474,31,Male,Married,3,High School,Self-employed,Low,Urban,CA,USA,Far,7,1932.478744,Transfer,Occasional,Low,Branch,High,Yes,23641.04953,677.2918175,64989.4282,6166.075155,Car Loan,Average,Moderate,594,Negative,Wealth Accumulation,High,Moderate,Travel,3,4,No,0.485329443,0.377996254,1.389448065,Active,Frequent,Low,Marriage,Buying a House,Negative,Mail,No,Medium Risk,Warning
3475,54,Male,Single,4,PhD,Employed,Low,Rural,TX,Canada,Close,1,7408.576011,Purchase,Occasional,Low,Website,Medium,No,44880.1592,5526.73329,12924.38062,15365.43124,Car Loan,Poor,Moderate,435,Negative,Education Funding,High,Spender,Music,3,1,Yes,0.30846977,0.533451775,0.01695044,Active,Frequent,High,Birth of a Child,None,Neutral,Email,No,High Risk,Warning
3476,30,Male,Married,5,College,Self-employed,Low,Urban,IL,Canada,Moderate,14,2781.762512,Withdrawal,Occasional,Low,Mobile App,Medium,Yes,37237.63406,980.0236379,58906.04224,3748.10279,Mortgage,Average,Conservative,514,Neutral,Education Funding,High,Conservative,Sports,4,1,Yes,0.010228966,1.497496544,0.701402318,Active,Frequent,Medium,Marriage,Buying a House,Positive,Phone,Yes,Medium Risk,High Risk
3477,65,Female,Married,4,College,Unemployed,Medium,Urban,TX,UK,Moderate,29,7720.403162,Deposit,Rare,High,Mobile App,High,Yes,22391.33358,9448.658323,97141.68094,13604.58187,None,Average,Conservative,344,Positive,Retirement Planning,Low,Moderate,Sports,1,1,No,0.022114925,1.488630482,1.379588843,Moderate,Occasional,High,Retirement,None,Positive,Mail,No,High Risk,High Risk
3478,69,Female,Divorced,4,Bachelor,Employed,Medium,Urban,FL,UK,Close,13,2696.982876,Deposit,Rare,Low,Branch,High,Yes,45443.63148,15371.97318,65141.17115,1082.453851,Personal Loan,Average,Aggressive,607,Positive,Retirement Planning,High,Moderate,Reading,3,2,Yes,0.782161959,2.456240862,3.954156846,Active,Frequent,Low,Marriage,None,Negative,Mail,No,Medium Risk,High Risk
3479,40,Female,Divorced,3,Bachelor,Student,High,Urban,TX,UK,Far,6,5617.153563,Withdrawal,Frequent,Medium,Mobile App,High,Yes,24548.92035,11916.4905,19544.15145,8433.137997,Car Loan,Good,Aggressive,380,Negative,Education Funding,High,Moderate,Reading,2,2,Yes,0.398457911,4.832041949,2.166122527,Active,Frequent,Medium,None,Buying a House,Negative,Mail,No,Medium Risk,High Risk
3480,40,Female,Single,5,Bachelor,Employed,Medium,Urban,IL,Canada,Moderate,27,8888.003699,Deposit,Frequent,High,Branch,Low,Yes,3401.740953,15669.07249,40497.70901,1767.151698,None,Average,Moderate,403,Positive,Wealth Accumulation,Medium,Moderate,Sports,4,6,Yes,0.511420725,0.407458677,1.656037026,Moderate,Occasional,High,Retirement,Starting a Business,Positive,Email,No,Medium Risk,Warning
3481,24,Female,Divorced,4,Bachelor,Self-employed,Low,Suburban,IL,UK,Moderate,19,2125.709011,Purchase,Occasional,Low,Website,Low,Yes,20083.99808,10422.45201,3657.645212,10807.00605,None,Good,Conservative,569,Neutral,Wealth Accumulation,Low,Spender,Music,3,1,Yes,0.338064806,0.49987417,3.772054123,Moderate,Rare,Low,Birth of a Child,Starting a Business,Neutral,SMS,No,High Risk,Stable
3482,67,Male,Single,3,Bachelor,Self-employed,High,Rural,FL,Australia,Moderate,23,8224.87524,Deposit,Frequent,Medium,Website,High,Yes,35978.73245,1075.071154,75207.62806,13034.51882,None,Good,Aggressive,317,Negative,Wealth Accumulation,Medium,Spender,Travel,1,9,Yes,0.880231699,4.763925264,3.716974642,Moderate,Frequent,Low,Marriage,Starting a Business,Neutral,Mail,Yes,High Risk,Warning
3483,39,Male,Widowed,4,Bachelor,Student,Medium,Rural,TX,USA,Far,9,2727.753753,Transfer,Frequent,Low,Mobile App,Low,Yes,6639.685701,16908.25647,46848.36152,6148.556768,Car Loan,Poor,Moderate,396,Negative,Retirement Planning,High,Spender,Cooking,4,9,Yes,0.46899029,3.635013774,1.717689857,Low,Rare,Low,Marriage,Buying a House,Negative,Mail,Yes,Medium Risk,High Risk
3484,56,Male,Single,3,PhD,Unemployed,High,Suburban,IL,UK,Close,3,6640.582324,Withdrawal,Occasional,Low,Website,High,No,26381.9226,10367.24533,42800.65194,18736.55935,Personal Loan,Good,Aggressive,770,Positive,Wealth Accumulation,High,Conservative,Music,3,2,Yes,0.785809384,2.448613598,4.683189848,Low,Frequent,High,None,Starting a Business,Negative,Phone,No,Medium Risk,High Risk
3485,22,Female,Married,5,PhD,Self-employed,Medium,Rural,FL,USA,Close,17,2512.756691,Withdrawal,Frequent,Medium,Branch,High,No,41481.50353,14427.14095,14332.50041,10293.79473,Personal Loan,Good,Conservative,438,Negative,Education Funding,High,Spender,Music,2,6,Yes,0.372959363,2.859198955,0.155561313,Moderate,Frequent,Low,Marriage,Starting a Business,Neutral,Phone,Yes,Medium Risk,Warning
3486,63,Male,Single,2,College,Self-employed,High,Rural,IL,UK,Far,19,1234.236178,Withdrawal,Rare,High,Mobile App,Low,Yes,1963.557799,5888.764855,14338.34114,19381.46564,None,Poor,Moderate,426,Positive,Retirement Planning,High,Moderate,Music,4,0,Yes,0.65379754,4.587218642,2.430135119,Low,Occasional,High,Birth of a Child,Buying a House,Positive,Email,Yes,High Risk,Stable
3487,52,Female,Widowed,3,College,Self-employed,Low,Urban,NY,USA,Moderate,16,6673.830468,Transfer,Rare,Low,Website,High,Yes,15772.02483,19938.74218,99731.72261,3208.967394,None,Poor,Conservative,846,Negative,Education Funding,High,Moderate,Travel,1,8,No,0.598378523,1.027493764,2.103709178,Moderate,Occasional,Low,None,Buying a House,Neutral,SMS,No,Medium Risk,High Risk
3488,28,Male,Married,3,Bachelor,Employed,Low,Rural,NY,Canada,Moderate,25,5989.393132,Deposit,Rare,High,Branch,Low,Yes,47131.84494,7803.546673,8808.943864,11470.43036,None,Good,Aggressive,822,Positive,Retirement Planning,Low,Conservative,Sports,2,4,Yes,0.212384647,3.88549439,3.633949558,Low,Rare,High,Marriage,Starting a Business,Neutral,Phone,No,High Risk,Stable
3489,28,Female,Single,4,College,Employed,Low,Urban,IL,Australia,Far,26,4074.687147,Purchase,Occasional,High,Mobile App,Low,Yes,49986.38794,17948.84801,98444.15205,3215.666825,None,Average,Aggressive,528,Positive,Education Funding,Medium,Spender,Sports,4,1,No,0.736445451,2.453260063,0.999812083,Low,Frequent,Medium,Marriage,None,Neutral,Email,No,Medium Risk,Stable
3490,23,Male,Divorced,5,Bachelor,Employed,Medium,Rural,FL,USA,Moderate,4,463.1557089,Withdrawal,Rare,High,Mobile App,Medium,Yes,30697.14565,3560.085561,97145.16573,3968.354373,Mortgage,Poor,Moderate,584,Negative,Education Funding,Medium,Conservative,Music,4,4,Yes,0.712435072,2.070170753,4.018248394,Moderate,Frequent,High,Retirement,Starting a Business,Neutral,Mail,No,Low Risk,Warning
3491,54,Male,Divorced,1,PhD,Employed,High,Suburban,NY,UK,Close,16,4805.264752,Withdrawal,Rare,High,Mobile App,Low,No,24861.64283,13646.96644,47591.04413,8183.904275,None,Good,Moderate,785,Neutral,Retirement Planning,Medium,Conservative,Music,1,6,No,0.737980189,4.254551305,3.045238978,Low,Rare,Medium,Retirement,Starting a Business,Neutral,Email,No,Medium Risk,High Risk
3492,36,Male,Divorced,1,Master,Employed,High,Rural,IL,Canada,Close,28,1572.194403,Deposit,Frequent,Low,Mobile App,High,No,22922.95411,9663.471621,583.0024282,1345.966321,Car Loan,Average,Conservative,825,Neutral,Education Funding,High,Moderate,Music,1,6,Yes,0.121177045,0.416884007,4.472235653,Moderate,Frequent,Low,Retirement,Buying a House,Neutral,Mail,No,Medium Risk,Stable
3493,53,Male,Single,2,PhD,Student,High,Suburban,CA,Australia,Moderate,27,3658.769246,Purchase,Frequent,High,Website,High,Yes,34207.75209,19574.32172,66485.21755,519.1395277,None,Good,Conservative,410,Negative,Retirement Planning,Medium,Moderate,Sports,4,2,No,0.66503609,4.653655623,0.788630879,Low,Occasional,Medium,Marriage,Buying a House,Negative,Phone,No,High Risk,High Risk
3494,43,Female,Single,5,High School,Self-employed,Medium,Urban,TX,Canada,Far,19,5903.359966,Transfer,Rare,High,Website,High,No,35153.17039,13498.20536,47466.65761,894.7327121,Car Loan,Good,Conservative,424,Neutral,Education Funding,High,Spender,Travel,1,2,Yes,0.241840557,1.512073999,2.375067911,Low,Rare,Medium,None,Starting a Business,Neutral,Mail,Yes,Medium Risk,Warning
3495,51,Male,Widowed,3,PhD,Student,Low,Urban,IL,Canada,Far,23,9399.588471,Purchase,Occasional,Medium,Mobile App,Low,Yes,7466.781289,4311.105616,50493.15532,17933.69917,None,Average,Aggressive,839,Negative,Education Funding,Low,Spender,Cooking,3,4,No,0.858222161,2.564204743,0.908562407,Moderate,Frequent,High,Retirement,Starting a Business,Neutral,Email,No,High Risk,High Risk
3496,20,Male,Married,1,High School,Self-employed,Low,Urban,NY,USA,Moderate,12,5161.98843,Purchase,Frequent,High,Branch,High,Yes,5194.196603,7094.031797,75511.19521,19200.99654,Car Loan,Poor,Aggressive,443,Positive,Wealth Accumulation,High,Moderate,Sports,4,7,No,0.309784987,2.092782201,3.792094123,Active,Occasional,Medium,Retirement,Buying a House,Negative,Mail,Yes,Medium Risk,High Risk
3497,27,Male,Married,2,College,Employed,High,Urban,IL,Australia,Moderate,7,2028.35197,Transfer,Occasional,High,Branch,Medium,Yes,4881.637251,10388.96194,5234.088409,1022.718363,Car Loan,Good,Conservative,570,Positive,Retirement Planning,Low,Spender,Music,4,7,No,0.33953531,2.52533562,0.591055348,Active,Frequent,High,Birth of a Child,Buying a House,Neutral,SMS,No,Medium Risk,Warning
3498,64,Female,Married,5,PhD,Employed,High,Suburban,FL,Canada,Moderate,20,9467.640423,Purchase,Frequent,Low,Mobile App,Medium,Yes,4883.725766,17422.89099,93284.07397,1323.977951,Mortgage,Good,Moderate,323,Negative,Retirement Planning,High,Conservative,Reading,4,6,Yes,0.736393853,2.819431108,3.639394613,Low,Rare,High,Marriage,Starting a Business,Neutral,Mail,Yes,High Risk,Stable
3499,42,Male,Married,2,Master,Unemployed,Medium,Rural,NY,UK,Far,25,356.5085724,Transfer,Frequent,High,Website,High,Yes,32292.73843,10130.10187,76827.98849,16611.28704,Personal Loan,Good,Conservative,825,Neutral,Education Funding,High,Spender,Music,4,9,No,0.566129613,2.63245925,3.858465683,Low,Rare,Medium,Birth of a Child,Starting a Business,Neutral,Email,No,Medium Risk,High Risk
3500,66,Male,Single,1,PhD,Unemployed,High,Urban,FL,Canada,Far,9,6463.919315,Purchase,Occasional,Medium,Mobile App,High,Yes,46344.03428,1614.925075,13613.14628,1086.559356,Personal Loan,Poor,Aggressive,641,Negative,Education Funding,High,Moderate,Music,4,8,Yes,0.680857478,3.380547794,3.703589676,Low,Occasional,High,None,Buying a House,Positive,Email,No,Low Risk,Stable
3501,59,Male,Single,4,PhD,Student,High,Urban,FL,UK,Far,2,2697.681936,Deposit,Frequent,Medium,Branch,Low,No,47263.80139,2821.449899,6403.444432,6880.865819,Personal Loan,Average,Moderate,700,Neutral,Education Funding,Medium,Spender,Sports,1,0,No,0.129036969,4.713142024,0.473584569,Moderate,Rare,Low,None,None,Neutral,Email,Yes,Medium Risk,Stable
3502,31,Male,Widowed,4,PhD,Self-employed,Medium,Urban,FL,Canada,Moderate,23,7599.350464,Transfer,Rare,Medium,Website,Low,Yes,28775.82033,9122.529132,75898.91649,12692.71658,Car Loan,Good,Moderate,597,Negative,Retirement Planning,Low,Conservative,Cooking,2,8,Yes,0.833680635,4.935651685,1.538856842,Active,Frequent,Low,Marriage,Buying a House,Neutral,Email,No,Low Risk,Warning
3503,31,Male,Married,5,Bachelor,Student,High,Suburban,IL,Australia,Far,8,3379.109461,Deposit,Rare,High,Branch,Low,Yes,38507.06494,2647.921489,58452.81609,17434.96596,None,Good,Conservative,409,Negative,Wealth Accumulation,Low,Moderate,Cooking,1,3,Yes,0.410397231,0.134364864,2.584265099,Moderate,Rare,Low,Birth of a Child,None,Positive,Phone,No,Low Risk,Stable
3504,65,Female,Single,2,PhD,Unemployed,Low,Suburban,NY,Australia,Far,24,4344.589758,Purchase,Rare,Medium,Website,Medium,Yes,9574.83212,8341.431622,31120.83041,15869.50177,Mortgage,Good,Aggressive,358,Positive,Education Funding,Medium,Moderate,Cooking,2,2,Yes,0.948348004,1.15689706,4.167846104,Moderate,Occasional,Medium,Marriage,Starting a Business,Negative,Phone,Yes,High Risk,High Risk
3505,66,Female,Single,3,PhD,Self-employed,Medium,Suburban,FL,Australia,Close,10,7727.125461,Purchase,Rare,Low,Website,Low,No,43107.42595,6106.928974,21890.64605,2036.551747,None,Good,Aggressive,561,Neutral,Retirement Planning,Low,Conservative,Music,2,1,No,0.145377103,0.335433995,2.385245978,Active,Occasional,Low,None,Buying a House,Neutral,Phone,Yes,Low Risk,Warning
3506,34,Female,Single,1,Master,Student,Low,Rural,CA,USA,Moderate,1,8988.403927,Purchase,Rare,High,Website,Low,Yes,7422.250249,527.5846021,24139.11472,16680.70493,Personal Loan,Good,Moderate,499,Negative,Retirement Planning,Medium,Spender,Reading,4,1,No,0.457954283,0.720700003,0.362078768,Moderate,Occasional,High,Retirement,Buying a House,Positive,Phone,Yes,Medium Risk,High Risk
3507,60,Male,Single,4,High School,Unemployed,High,Rural,TX,Canada,Close,18,1907.279069,Deposit,Occasional,Low,Website,Low,Yes,4394.768756,19509.36381,51591.91379,17057.55734,None,Good,Moderate,351,Neutral,Wealth Accumulation,Medium,Conservative,Cooking,2,5,Yes,0.350962248,1.645635206,0.331027437,Moderate,Rare,Low,Birth of a Child,Starting a Business,Neutral,Mail,Yes,High Risk,Warning
3508,38,Female,Married,4,High School,Employed,High,Urban,IL,Australia,Far,8,3033.294889,Deposit,Rare,High,Website,Medium,Yes,15890.08272,15098.0864,65470.17153,19116.21089,None,Good,Moderate,555,Negative,Retirement Planning,Medium,Conservative,Reading,3,3,Yes,0.096650143,0.405835816,1.281754207,Low,Frequent,Medium,Birth of a Child,None,Positive,Mail,No,Low Risk,High Risk
3509,45,Male,Married,2,Master,Student,Medium,Suburban,CA,UK,Close,13,142.8152875,Purchase,Frequent,High,Website,High,Yes,30470.80542,12090.12365,12527.39902,317.6522405,Car Loan,Average,Aggressive,360,Positive,Education Funding,Medium,Conservative,Cooking,4,5,Yes,0.48467125,3.800244594,1.03492589,Moderate,Frequent,High,Marriage,None,Neutral,Phone,Yes,Medium Risk,Warning
3510,48,Male,Single,4,College,Employed,Medium,Rural,NY,UK,Close,7,8580.058869,Purchase,Rare,Low,Mobile App,Medium,Yes,458.9862152,5855.71095,60460.67008,19012.02259,None,Good,Aggressive,340,Positive,Education Funding,Medium,Spender,Music,1,7,Yes,0.471251529,3.13175321,0.298197877,Low,Frequent,Medium,Retirement,Starting a Business,Neutral,Email,Yes,Low Risk,Stable
3511,41,Male,Divorced,2,PhD,Student,Medium,Rural,TX,Canada,Moderate,14,9476.56968,Transfer,Occasional,High,Branch,High,Yes,44218.49969,3167.223022,49080.32623,3968.976574,Mortgage,Poor,Moderate,606,Positive,Wealth Accumulation,High,Conservative,Music,3,3,Yes,0.295636485,0.468177347,0.364789546,Active,Occasional,High,Birth of a Child,None,Positive,SMS,No,Low Risk,High Risk
3512,59,Male,Widowed,1,College,Self-employed,Medium,Suburban,FL,Australia,Close,7,2866.512208,Withdrawal,Frequent,Low,Mobile App,Medium,Yes,8627.513376,7962.705798,99748.59398,15974.3859,Car Loan,Good,Conservative,669,Neutral,Education Funding,Medium,Conservative,Sports,3,8,Yes,0.160295549,4.517064313,2.340801409,Active,Occasional,High,Marriage,Buying a House,Negative,Email,No,High Risk,Stable
3513,40,Female,Married,2,Master,Self-employed,High,Rural,CA,USA,Moderate,17,3907.095199,Transfer,Frequent,Medium,Mobile App,High,No,23804.446,245.2667213,91418.32233,16469.35481,Car Loan,Poor,Moderate,836,Neutral,Education Funding,Medium,Moderate,Music,2,9,No,0.883048337,4.927097031,0.586922694,Moderate,Occasional,Medium,None,Starting a Business,Negative,Phone,No,Low Risk,Stable
3514,57,Female,Married,4,College,Self-employed,High,Suburban,CA,Australia,Close,18,4346.669401,Withdrawal,Occasional,Low,Mobile App,High,Yes,16652.29603,10886.52008,41834.10178,14944.55731,Personal Loan,Average,Aggressive,576,Negative,Education Funding,Low,Moderate,Reading,3,4,Yes,0.046724922,3.815288695,1.594988902,Low,Frequent,High,Retirement,Starting a Business,Negative,Phone,No,High Risk,Stable
3515,39,Female,Divorced,2,High School,Self-employed,Low,Suburban,FL,Canada,Close,2,4156.54347,Withdrawal,Frequent,High,Mobile App,Medium,No,22219.09379,68.89194656,29366.53902,19010.86591,None,Good,Moderate,347,Neutral,Retirement Planning,Low,Moderate,Sports,3,6,Yes,0.332036196,4.436613424,2.366762142,Low,Rare,Medium,Retirement,Starting a Business,Positive,Email,Yes,Low Risk,Stable
3516,48,Male,Married,4,Bachelor,Unemployed,Low,Suburban,FL,USA,Far,3,3989.465944,Purchase,Occasional,Medium,Branch,Medium,Yes,26428.5279,5894.097007,62000.72755,7753.208564,Car Loan,Good,Aggressive,323,Negative,Education Funding,High,Moderate,Travel,1,2,Yes,0.278474943,0.040756003,3.141367171,Moderate,Frequent,Low,Birth of a Child,Buying a House,Negative,SMS,No,Medium Risk,Warning
3517,23,Female,Divorced,5,College,Employed,Medium,Urban,CA,UK,Moderate,19,4811.158753,Deposit,Occasional,High,Mobile App,Low,Yes,16151.62008,3355.436981,66249.42415,13953.19626,Personal Loan,Average,Moderate,519,Positive,Education Funding,Medium,Conservative,Cooking,1,8,No,0.258401716,1.592252303,0.966292836,Moderate,Occasional,Low,Birth of a Child,Starting a Business,Positive,Phone,No,Low Risk,High Risk
3518,26,Female,Divorced,4,Bachelor,Unemployed,High,Rural,NY,Australia,Far,3,1622.457544,Purchase,Frequent,High,Website,High,Yes,39428.64355,17702.27218,37033.60414,13197.15675,Mortgage,Average,Aggressive,835,Positive,Retirement Planning,Medium,Spender,Reading,1,3,Yes,0.619341994,3.910205944,1.443647211,Moderate,Occasional,High,Marriage,None,Neutral,Email,Yes,Medium Risk,Stable
3519,47,Male,Single,4,College,Student,Medium,Urban,IL,Australia,Far,12,671.0320175,Purchase,Occasional,Low,Branch,High,Yes,27230.03907,17242.07482,51664.87725,18333.95,Mortgage,Average,Moderate,386,Neutral,Wealth Accumulation,Medium,Conservative,Music,3,1,Yes,0.352343072,4.282984702,4.793854996,Low,Frequent,Low,Retirement,Buying a House,Positive,Email,No,Low Risk,Warning
3520,47,Female,Married,4,Master,Student,Medium,Suburban,NY,UK,Moderate,4,7262.912421,Transfer,Occasional,Medium,Website,High,No,46157.00205,15568.39811,60034.76859,3198.952493,None,Good,Aggressive,605,Neutral,Education Funding,Medium,Moderate,Travel,2,7,Yes,0.351786146,4.614901603,0.745888013,Moderate,Frequent,High,Marriage,Starting a Business,Positive,SMS,No,Low Risk,High Risk
3521,23,Male,Widowed,5,Bachelor,Employed,Medium,Rural,NY,Canada,Moderate,4,8481.003501,Withdrawal,Rare,Medium,Mobile App,Medium,Yes,5960.675122,14500.82111,53282.17929,2141.672397,Mortgage,Poor,Aggressive,818,Negative,Wealth Accumulation,Low,Spender,Cooking,3,8,Yes,0.398813282,1.497304424,2.376064831,Low,Rare,Low,None,None,Negative,SMS,No,Low Risk,High Risk
3522,41,Female,Divorced,3,College,Employed,Medium,Rural,IL,USA,Moderate,9,8120.908514,Transfer,Frequent,Low,Mobile App,High,No,16205.28838,15718.43108,44063.02809,12985.63993,Personal Loan,Poor,Aggressive,672,Neutral,Retirement Planning,Low,Moderate,Cooking,4,8,Yes,0.845586795,3.585385333,3.396488768,Low,Frequent,Low,None,Starting a Business,Negative,SMS,Yes,Low Risk,Warning
3523,31,Female,Widowed,4,Master,Unemployed,Medium,Urban,NY,UK,Moderate,3,6303.602216,Purchase,Rare,Medium,Website,Low,Yes,29564.72418,2213.810719,81485.56049,15343.38441,Personal Loan,Good,Aggressive,836,Positive,Education Funding,Low,Moderate,Cooking,4,4,Yes,0.391718461,4.582999989,0.114253137,Moderate,Frequent,Medium,Retirement,None,Positive,SMS,No,High Risk,Warning
3524,64,Female,Single,3,High School,Self-employed,High,Urban,TX,USA,Far,3,9691.231249,Withdrawal,Occasional,High,Mobile App,High,Yes,35536.27536,14883.16146,17712.27207,7554.388777,None,Good,Conservative,341,Negative,Wealth Accumulation,Low,Spender,Music,3,4,No,0.421663317,0.32613218,0.868064786,Moderate,Rare,High,Marriage,None,Negative,SMS,No,Low Risk,Warning
3525,22,Male,Married,1,PhD,Unemployed,Low,Rural,FL,Canada,Close,25,115.2768083,Transfer,Frequent,High,Mobile App,High,No,35274.97808,16976.48719,70883.37997,8681.705434,Personal Loan,Poor,Moderate,676,Negative,Retirement Planning,High,Moderate,Cooking,2,9,No,0.181469981,3.566341819,4.056024719,Active,Frequent,Low,Marriage,Buying a House,Negative,Phone,No,Medium Risk,High Risk
3526,41,Female,Single,2,Master,Unemployed,Medium,Urban,CA,USA,Close,20,3263.46889,Transfer,Frequent,Medium,Mobile App,High,No,27411.50302,5109.844325,86042.23375,18899.91701,Car Loan,Good,Aggressive,440,Positive,Wealth Accumulation,Medium,Moderate,Travel,2,4,No,0.443413891,3.950006594,0.64696678,Low,Occasional,Low,Retirement,None,Negative,SMS,Yes,High Risk,Warning
3527,63,Female,Single,3,Master,Student,High,Urban,IL,USA,Moderate,22,3169.1595,Transfer,Frequent,Medium,Mobile App,High,Yes,24452.44695,11933.22023,77353.62878,13799.65036,Car Loan,Poor,Aggressive,304,Neutral,Retirement Planning,High,Spender,Reading,2,1,No,0.186238054,1.675673562,1.438783453,Active,Frequent,Low,Birth of a Child,Buying a House,Negative,Phone,No,Medium Risk,High Risk
3528,21,Female,Widowed,1,High School,Unemployed,Medium,Suburban,NY,Australia,Far,26,3561.762178,Purchase,Frequent,Low,Branch,High,Yes,18565.13005,11163.3215,67974.35686,1751.622401,Car Loan,Average,Aggressive,517,Positive,Retirement Planning,High,Conservative,Travel,3,0,Yes,0.49051642,4.444700786,1.23311957,Active,Rare,Low,Marriage,Buying a House,Negative,Phone,Yes,Low Risk,Stable
3529,43,Female,Widowed,2,Bachelor,Employed,High,Rural,CA,UK,Moderate,5,8019.897079,Deposit,Frequent,Low,Website,Low,No,45989.65555,4848.034449,28173.7821,11199.57969,Personal Loan,Good,Moderate,723,Negative,Wealth Accumulation,Medium,Moderate,Reading,3,8,Yes,0.129370876,1.93520758,1.273912395,Moderate,Frequent,High,None,Starting a Business,Neutral,Phone,No,High Risk,Warning
3530,53,Male,Divorced,4,College,Self-employed,Low,Suburban,TX,USA,Close,16,3579.816088,Deposit,Rare,High,Branch,High,No,35312.28061,788.1501197,9375.852703,2704.969199,Personal Loan,Poor,Conservative,499,Neutral,Education Funding,Medium,Spender,Travel,3,2,No,0.044746623,1.487732558,4.88312956,Low,Occasional,Low,Birth of a Child,None,Positive,SMS,No,Medium Risk,High Risk
3531,46,Male,Married,4,Bachelor,Student,Low,Suburban,NY,USA,Far,27,5318.127464,Purchase,Rare,High,Mobile App,Low,Yes,29738.38762,18031.73253,64447.61796,13692.64517,None,Good,Conservative,629,Neutral,Wealth Accumulation,Low,Conservative,Sports,3,1,No,0.993710997,1.973372104,3.313062528,Moderate,Rare,High,Marriage,Buying a House,Positive,Phone,No,High Risk,High Risk
3532,60,Female,Single,4,Master,Employed,High,Rural,NY,UK,Moderate,28,6178.004549,Withdrawal,Rare,High,Branch,Medium,Yes,45702.65473,11390.69359,49325.13275,14181.51633,None,Average,Conservative,810,Neutral,Wealth Accumulation,Medium,Moderate,Reading,4,2,Yes,0.246545966,2.289624426,0.326831807,Low,Rare,Medium,Retirement,Buying a House,Positive,Mail,No,Medium Risk,Warning
